0 -3.2394669907592455
1 -3.23946699051601
2 -3.239466989190326
3 -3.2394669881208165
4 -3.239466987978577
5 -3.2394669874131052
6 -3.2394669804635168
7 -3.239466980277809
8 -3.2394669802231326
9 -3.2394669769566744
