50.0 50.0 50.0 90.0 90.0 90.0 0.46284084442993356 0.5153098743902753 0.5700879260531523 0.4709377035975624 0.5489106099816544 0.5320673845071545 0.5052680396977833 0.5083975976826792 0.5394896115972004 0.45107085864743296 0.5000172833460141 0.5215458295212682 0.45906195454351784 0.4800478303180016 0.47101021833778045 0.4902666950167097 0.4635668615222317 0.5118344575398637 0.48618376527383056 0.4362166233831977 0.467260419828087 0.5144674646595847 0.4806779997049274 0.463923117307566 0.5418990343147031 0.479278245940451 0.5111448939240584 0.48778578253174104 0.5227001045265228 0.4880348059516583 0.5265336323066834 0.5318868582252264 0.4516889054365168 0.5646207489993388 0.50083288946425 0.4686726492404838 0.5390633959811801 0.53215728151457 0.5032398407552077|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.1739019794525927
50.0 50.0 50.0 90.0 90.0 90.0 0.461239815416437 0.5169271215772302 0.5714261288501244 0.47040089739856755 0.5492404799904157 0.5325421834680941 0.5044030067978299 0.5089090593438954 0.5421559582439016 0.45066226235642265 0.5000643788343653 0.5231293760174199 0.45987015584957447 0.47842728362991216 0.4734900019236139 0.48998479535492556 0.463233158495661 0.5156000289219984 0.4869850968227184 0.43445901012274313 0.4718445557467171 0.5154407840673262 0.47874899065952264 0.46778499121005185 0.5416627546689913 0.47881763241972464 0.5157070357936514 0.4882617873019495 0.5215672286896219 0.4898294691469544 0.5279505628554475 0.5295155202267057 0.4542156737083136 0.5655105010887612 0.4989549859590434 0.4731556844140385 0.5391629600210491 0.5314235900511586 0.5060311325551212|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.1739019485261286
50.0 50.0 50.0 90.0 90.0 90.0 0.4665197228356564 0.4948988014325502 0.5671317040594975 0.48272069747099694 0.5381683004927136 0.5397230109603643 0.49960257304370975 0.4896624497474618 0.5251936843169404 0.4431935495794088 0.5059081579559117 0.5217428581448796 0.4626930679237895 0.4749440038919769 0.4823728491177696 0.4597163643354978 0.4547555149347297 0.5317237133712698 0.5034835079161321 0.4441858108242078 0.4979211304789517 0.5129459342134313 0.4888360368608069 0.4669778635069588 0.547924893787292 0.47585398885647096 0.5051313337274275 0.4790872323310078 0.527808881382583 0.4868834141551217 0.5210921449239593 0.5409095780938611 0.4559907078693156 0.5621088088847018 0.5111085339603694 0.4686966397224986 0.5304104427544165 0.5300671015663572 0.5070948905690055|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2133044552953156
50.0 50.0 50.0 90.0 90.0 90.0 0.45377952927072457 0.5131737750917933 0.5585048614908193 0.4868015485296484 0.5446723746313308 0.5332643164956197 0.5011831397043738 0.4944612312181768 0.5477437237625776 0.4622807899748902 0.503160546166475 0.5074800020467902 0.4549890676390284 0.4605074714615405 0.47481383975896274 0.4774941399684572 0.4529538100861415 0.521946588255812 0.5010744546374157 0.43613950955769965 0.4771143078754009 0.5002564531179827 0.4895531221057528 0.46931667045610725 0.5292769000222652 0.46482327544761687 0.5118637734523881 0.4870628304314057 0.5426263801935426 0.47970996540585253 0.5318299441757016 0.5316218261218494 0.45464208720911997 0.5542023581132866 0.48789565722254696 0.47137656618962753 0.5282343644148202 0.5199282406955336 0.5072036176009201|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.191036461314825
50.0 50.0 50.0 90.0 90.0 90.0 0.461368100293909 0.4995512920436835 0.5670691489693201 0.47817718963197275 0.5407785064662759 0.5370147636171636 0.4948642537464523 0.4912985882658453 0.5259526244275061 0.43861643382059506 0.5076472317419364 0.5207828883867139 0.4583116418213112 0.4739939847356624 0.48379366045327155 0.45465284595470595 0.45717243283946274 0.5343491698371339 0.4986956746191908 0.4440689185266604 0.5018326148095088 0.5088304843797561 0.4864800212925027 0.468079302428564 0.543295309388649 0.47584291068590373 0.5074095878946288 0.4750570326919618 0.5269302234719084 0.4849495641928027 0.5174950164897367 0.5376468157937628 0.4537318798058513 0.5581406663246 0.5084726819603104 0.46885592068716414 0.5261782708371584 0.5301816921760857 0.5055440544903713|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2133044499294936
50.0 50.0 50.0 90.0 90.0 90.0 0.4669258069021855 0.49769900552223995 0.5654343256011157 0.48293371814196895 0.5412383985203781 0.5383467826958231 0.49793834149121924 0.49272316855877835 0.5219161472021624 0.44184961632439285 0.510380517531407 0.5214342310467598 0.45877435444314535 0.47995208250682064 0.48048730557876285 0.4575309280453692 0.45862108947993135 0.5294313047416754 0.49944269507625266 0.4478544719399621 0.49342821703560563 0.5086092077086444 0.4930129738911605 0.4631413295421401 0.5449424791433988 0.4782672527704609 0.49933865734289307 0.4766696902253832 0.5322812305055039 0.4854968545346069 0.5175454643956537 0.5451329822138512 0.45302631754382156 0.5583395038307561 0.5140549300284938 0.4631268063904669 0.5288970342716302 0.5328119165310126 0.5033773407441676|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.213304454193989
50.0 50.0 50.0 90.0 90.0 90.0 0.45768222748927917 0.4851204488062006 0.5598297762971148 0.4838424777892799 0.5287822683192571 0.5433172194411718 0.5095267352007103 0.4808912445575073 0.5408719360540893 0.43591830088406 0.5177825619720936 0.5243078869966026 0.46634952859320167 0.4774580107273052 0.506256531449937 0.4758779171187804 0.4387978021809857 0.5427735023040706 0.508526994725542 0.44247333182710785 0.5018287128334152 0.5095502667974837 0.4884754669865472 0.47286051685765546 0.5507803495160387 0.4747120877035876 0.5063498560964834 0.47562925947784224 0.529076078925412 0.490124250930188 0.5177489384386954 0.5405271039935399 0.46013740696368866 0.5589719339836693 0.5104353907313514 0.4688724590443074 0.5274596099854163 0.5243432832691056 0.5106919447312758|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2101655874187838
50.0 50.0 50.0 90.0 90.0 90.0 0.45880800146018613 0.48221112676316863 0.5668691148081925 0.48641195772479656 0.5244348371151919 0.549033879324908 0.5086068944406332 0.47504170617341834 0.5437540878624053 0.4365139931285091 0.516981424740412 0.5337562486306481 0.4627024924989442 0.4751884160512576 0.5126548881003713 0.4724893321992382 0.43519434862991446 0.547630649212982 0.5019719490905706 0.43765098650016176 0.5042631652022316 0.5037490124979633 0.4841096581264966 0.4760634582188892 0.5464886538131194 0.46697878068672427 0.5059115141905148 0.4740508605528088 0.5264365817686608 0.4966800969335296 0.5143366787731325 0.535785406031694 0.46360461830774774 0.5540508764647526 0.5029267638709728 0.4685158572186531 0.5269109973553452 0.5178959235419285 0.5129463819889275|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2101655826157725
50.0 50.0 50.0 90.0 90.0 90.0 0.4573574147466028 0.4849609586345533 0.5679124683289094 0.48117497337152715 0.5264447774389237 0.5439299155629618 0.5060056695601406 0.47806606697919146 0.5423988488008267 0.43100034041562746 0.5146343139517451 0.5328836350283416 0.4583787212465428 0.47228077735239365 0.5146024836114538 0.4727341858225822 0.43694880829384164 0.5528715894221343 0.4993263006253114 0.4362730717084537 0.5076113266099624 0.49652733620975475 0.47941186728391383 0.4746336433572338 0.5419741599678858 0.46800188158655837 0.5031945900385422 0.46558227149003395 0.5220325676295794 0.492604441156518 0.5031441490337726 0.5299223448795123 0.4561176526509741 0.5450220368129844 0.5000016004043757 0.46179025492863857 0.5197610406972344 0.5182405438569582 0.5061120705035033|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2101655918491536
50.0 50.0 50.0 90.0 90.0 90.0 0.4613619632564978 0.482918856566333 0.5649695225355821 0.49351995740873195 0.5252807291170857 0.5555090599334418 0.5086234462163525 0.47614056757517764 0.5385095395619593 0.445424339800549 0.5215947881957205 0.5335411809921701 0.4607376441281367 0.4754473857040989 0.5099869662091654 0.472703238552649 0.4358638799291952 0.5441105331461092 0.5004390200046208 0.4387311346695677 0.49958203867123935 0.4954406159406564 0.48066873893528295 0.4664025323859524 0.5408083027769903 0.47425898745028455 0.4949988312069341 0.48849015914027 0.5227738887446656 0.5014627712230916 0.4868354196439272 0.529092246631496 0.4487789507569764 0.533357798903001 0.5206735926485314 0.4699974423326658 0.537561674227617 0.5196741838325611 0.5237682110447125|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.197242022084098
50.0 50.0 50.0 90.0 90.0 90.0 0.4638429875498916 0.484905264575646 0.5841256727964053 0.4843248257115781 0.5253928635302914 0.5571674884295256 0.5043205807364324 0.4756097035824676 0.5500748739112992 0.44127259184359596 0.497817176969725 0.5382380994101901 0.4510292330207058 0.4643637808318896 0.49558454748397696 0.45691819583872173 0.4478072467909351 0.5466937613201515 0.4951554674080274 0.43853556005118094 0.510705998982675 0.4980761231728335 0.4686046545797346 0.46613810391338895 0.53574692078528 0.47316449546093 0.5051897936992961 0.48453651936461867 0.5048147957642403 0.506351055932578 0.47868517519734766 0.5152648891323398 0.4544445256424572 0.5268793518537033 0.5156887932565274 0.47446814627043715 0.5304784875172626 0.5202186754740921 0.5295172922076189|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.20446018154015
50.0 50.0 50.0 90.0 90.0 90.0 0.4694287012382338 0.5121706368521195 0.565393903664127 0.5158250808506094 0.5391971410569112 0.5680459566499684 0.5176029147273264 0.4872616860635466 0.562493826707201 0.44485421495669286 0.5105054323618161 0.5158844621294837 0.4552032110771044 0.47045375525066946 0.4818643423369497 0.475817045000946 0.46954877138548845 0.532207466252976 0.49278953408977766 0.4354452516374455 0.4944077681874977 0.5048421397430797 0.4744102584882189 0.46076357543517904 0.5269090800179536 0.4736187720813616 0.5104922324436297 0.4970189338966138 0.5224694834315982 0.5206707684004452 0.47638029170405594 0.5181435471050478 0.4713123985775048 0.5309225948425259 0.5173643339858288 0.4793010739711106 0.5493281378550816 0.5185357702999481 0.5314323052439266|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2124981112284092
50.0 50.0 50.0 90.0 90.0 90.0 0.4584568509731029 0.4872167642646226 0.5611784347574656 0.48874203940416644 0.5298549133449112 0.5476337896039845 0.5076093593285121 0.47991858620193123 0.53857978676594 0.442418204921145 0.5201154987578728 0.5237905332139519 0.46174548622745437 0.4722455157591706 0.5078509999559351 0.47372024425266374 0.43857077329168326 0.5478165977098227 0.5040120478419641 0.4370712215353572 0.5049149175994961 0.498803401870768 0.4736496161405493 0.46593917316072986 0.5425498487648244 0.4741449221404968 0.4976145374848294 0.4873032660206137 0.5196315639364169 0.49428686726139454 0.4886602829251186 0.5185492277449512 0.4412254202195652 0.5341323582424798 0.5161111337282782 0.46595127546122717 0.5349562692271874 0.5227788831537586 0.5194741468056592|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.1972419923753814
50.0 50.0 50.0 90.0 90.0 90.0 0.45754423258808224 0.4890032240617401 0.5627894136099728 0.4878726553486866 0.5281438659091985 0.5425133000625713 0.5059891651374605 0.4769796037960902 0.5388083474918556 0.43714140398060364 0.5240713172332265 0.5287795905030869 0.4594036307936784 0.47951948518576487 0.508846157391606 0.4669791974701844 0.44031483297495433 0.5452392675903456 0.4953694240123644 0.43867529843489456 0.5011099981418493 0.499992132820175 0.4836659781568281 0.4709224872561668 0.542071724111597 0.46442787466574226 0.5004311574632272 0.4742736590077701 0.5290165364961048 0.490436810619338 0.514237518850272 0.5337922662723245 0.4560246929873717 0.5513786056609112 0.49811199008785395 0.4613590477592494 0.5267292902182144 0.5169719267252771 0.5057632691233604|Au Au Au Au Au Au Au Au Au Au Au Au Au|-3.2101655481755995
